RIDNO,AGE,GENDER,FC1,FC2,task1,task2,SCCA_mean_1,SCCA_mean_2,meanCT_task2,meanCT_fc2,MWQ_Deliberate,MWQ_Detailed,MWQ_Emotion,MWQ_Evolving,MWQ_Focus,MWQ_Future,MWQ_Habit,MWQ_Images,MWQ_Other,MWQ_Past,MWQ_Self,MWQ_Vivid,MWQ_Words,MWQ_Deliberate_0,MWQ_Detailed_0,MWQ_Emotion_0,MWQ_Evolving_0,MWQ_Focus_0,MWQ_Future_0,MWQ_Habit_0,MWQ_Images_0,MWQ_Other_0,MWQ_Past_0,MWQ_Self_0,MWQ_Vivid_0,MWQ_Words_0,MWQ_Deliberate_1,MWQ_Detailed_1,MWQ_Emotion_1,MWQ_Evolving_1,MWQ_Focus_1,MWQ_Future_1,MWQ_Habit_1,MWQ_Images_1,MWQ_Other_1,MWQ_Past_1,MWQ_Self_1,MWQ_Vivid_1,MWQ_Words_1,MWQ_Deliberate_diff,MWQ_Detailed_diff,MWQ_Emotion_diff,MWQ_Evolving_diff,MWQ_Focus_diff,MWQ_Future_diff,MWQ_Habit_diff,MWQ_Images_diff,MWQ_Other_diff,MWQ_Past_diff,MWQ_Self_diff,MWQ_Vivid_diff,MWQ_Words_diff,RS_Future,RS_Past,RS_Self,RS_Other,RS_Pos,RS_Neg,RS_Words,RS_Images,RS_Evolving,RS_Habit,RS_Detailed,RS_Vivid,RS_Deliberate,RS_Spontaneous,RS_Abstract,RS_Creative,RS_Decoupling,RS_Important,RS_Intrusive,RS_Problem,RS_Realistic,RS_Stop,RS_Thematic,RS_HereNow,RS_TemporalDistance,MWQ_FAC1_Probes_PCA,MWQ_FAC2_Probes_PCA,MWQ_FAC3_Probes_PCA,MWQ_FAC4_Probes_PCA,MWQ_FAC1_Probes_0B_PCA,MWQ_FAC2_Probes_0B_PCA,MWQ_FAC3_Probes_0B_PCA,MWQ_FAC4_Probes_0B_PCA,MWQ_FAC1_Probes_1B_PCA,MWQ_FAC2_Probes_1B_PCA,MWQ_FAC3_Probes_1B_PCA,MWQ_FAC4_Probes_1B_PCA,parameter_estimates_MDES,SCCA2_GP,CTCCA2_Task_GP,mean_cope_up
R4071,-.461039974,1,-1.760596491,-1.076006543,-.108676501,-.431054752,-1.79185700384002,-1.37162873878654,1.916319704,1.629806418,-.978870580592782,-1.03497641902197,-1.56197698086853,-.773286710442275,-1.26859938712019,-.37337876191166,-1.52032209991385,-.104540144952281,-.107765726584478,.10675498771669,-.50060406263062,-.504455609101211,-.546049856779362,-1.52852225314589,-.997709748338674,-1.3961618134848,-.720436140293736,-2.21941179058773,-.0907134806721522,-1.67175085925658,-.216938176501827,-.297242722103035,.0303654447000639,-.359431478332221,-.189307445730658,-.89687652683878,-.250085010362067,-.92982299289557,-1.56206572608227,-.771395183194645,-.0442197997217706,-.626500355182663,-1.19966772766562,.0147510825955873,.0947351808679964,.17171223124899,-.601948489139083,-.795145302850478,-.121813311163463,1.27843724278382,.0678867554431044,-.165903912597469,-.0509590429009089,2.17519199086596,-.535786874510511,.472083131590959,.231689259097415,.391977902971032,.141346786548926,-.242517010806862,-.60583785711982,.775063215675317,3,3,3,2,3,3,2,2,3,3,2,1,2,4,2,3,3,3,2,3,3,4,1,3,2,-.680409429626493,.19239843725384,.208602181354193,-.671873692840794,-.936739497517833,.468143674606296,.34230403983388,-.798672129612441,-.401789790614166,-.107324646824916,.063274074311055,-.534049305045526,-.0479777410320095,1,1,9.626
R4119,-.461039974,0,-.589215654,.388266813,-.161107631,.901119693,-.717217313440587,1.20007493962185,3.293510294,1.824678896,2.45457985529814,.621164093403139,-.377385773830084,.724092587199891,2.10406575163932,-1.47240625523133,-.427863469923431,.263445436391339,-1.69156554883673,-1.20941263111762,-2.37219333224161,.935993747501587,.420651966938076,2.20371522428978,.647292462923764,-.24838685053893,.842246899461999,1.70845702587399,-1.22786808560415,-.276308521010373,.274611727696996,-1.32987623261033,-1.23663282711678,-2.21607280701544,.944961864599741,.404975308238648,2.25625491481665,.509559138434526,-.466343905969542,.554678701487115,2.04594310379266,-1.6004399114665,-.531793341267879,.234908009540213,-1.84882251503181,-1.05267748040968,-2.33958168887875,.881644085970276,.379776997316155,.0525396905268787,-.137733324489239,-.217957055430612,-.287568197974885,.337486077918668,-.372571825862348,-.255484820257505,-.0397037181567827,-.518946282421485,.183955346707094,-.123508881863311,-.0633177786294644,-.0251983109224934,2,2,3,2,2,1,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,3,2,.501879964578645,-1.682142366802,.303524875691597,-.0489231007947788,.567315439912087,-1.51530676794919,.252160673603027,.0540681459884183,.459008446256734,-1.79144844880902,.337177283956523,-.116400124549287,1.54356911130032,2,2,-23.05
R4120,-.461039974,1,.324649353,.143329324,-1.658087548,-.293556591,-1.26677191888032,-.125041159460548,2.027719885,1.917467753,.396585528713977,-2.23106255846772,-.467817950313923,-.579299655494099,-.101378711432808,-.582336954167791,-.0588248696374333,.237887182135428,.0417849577411827,.39655137246006,.278731576342621,-1.20250550029831,.510349842037434,-.305300183591162,-2.22440102980986,-.311789757138566,-.483365232165424,-.438053882740003,-.454897991990004,-.0128351024516229,.162576310880608,.0602605149572384,.251884162731587,.24010041116471,-1.07456816427395,.3795023357271,1.02589585370075,-1.93071405315232,-.574210459940783,-.634224608810691,.257158277622993,-.66369835912626,-.0982668963023061,.297512184839973,.0182595240288463,.498752238012508,.295186802425518,-1.27213950156369,.572586913001797,1.33119603729192,.293686976657545,-.262420702802217,-.150859376645267,.695212160362996,-.208800367136256,-.0854317938506833,.134935873959365,-.0420009909283921,.24686807528092,.055086391260808,-.197571337289738,.193084577274698,2,1,3,3,2,3,3,2,3,2,2,3,3,3,2,1,2,2,2,2,1,2,2,3,1,-.493858977601777,.206200513441686,-.237228995221048,-.19682926100745,-.628620942168512,.39304550405854,-.218340971867101,-.153159788256056,-.314176358179466,-.0429261407141205,-.262413026359644,-.255055224675976,.608243229647628,1,1, 
R4122,-.461039974,1,.222421541,2.382298043,-1.148278735,1.733744357,-.878963601474266,3.79834619819372,3.008540201,1.725188974,-1.09573185658945,-1.45904914404673,1.00580408580675,-.329508777987642,.918726797969715,.106235469872463,.158895074784478,-.967264990396542,1.40648022871945,.721200543471107,1.05478912878769,-.492519157361212,1.36416432712809,-1.05384366246571,-1.41060090269318,.809684221321833,-.333240490124273,.583021434471193,-.048652612671345,.215443385966947,-.810501456202576,1.3999698773665,.813599963822122,.930349889463922,-.539019354431524,1.1913389971969,-.937100470114988,-1.306721873489,1.09520770889609,-.302450657451757,1.05631327108082,.252717644278835,.0846603033317868,-1.06024874731774,1.24301191230665,.551568379455676,1.09530913734111,-.42213922809864,1.3535940710157,.116743192350726,.103879029204187,.285523487574252,.0307898326725161,.47329183660963,.301370256950179,-.130783082635161,-.249747291115168,-.156957965059843,-.262031584366446,.164959247877191,.116880126332884,.1622550738188,1,3,2,2,3,1,4,1,2,4,2,2,2,3,3,2,3,3,2,2,2,3,2,3,1,-.290089879193575,.708160654270884,-1.04399614943153,.503598424208395,-.373121667858496,.73026919816369,-1.02224349972963,.349547176193082,-.210832262740695,.687057044191386,-1.06476004232879,.650647342768466,1.72890258576374,2,2, 
R4131,-.461039974,0,-.071058101,.488744937,.977443079,.186004142,.865532964752758,.633837974220196,2.810446048,1.518244464,.147776904342791,.303862190032532,.0285739541248097,-.777238831470311,-.000407199420939797,.96658386918811,-.0238639225906355,.553868889322456,.54101384732543,.126393790798025,.225545096289222,.885827405230446,-.0525081061958916,-.0518403101390117,-.0698936046268667,-.156115983368042,-.817739213838926,-.231434934361212,.747028190850509,-.107211256551493,.468721542076296,.762751101275145,-.110861809682647,.303678038053621,.767138376335998,-.175775203254241,.3203508575534,.635804391912554,.210232182929022,-.68171657527679,.230708346060639,1.10965835700357,.0621396819900854,.602495081817821,.253892941950396,.350113989324483,.129467742255075,.96156719877169,.0778180780386398,.372191167692412,.70569799653942,.366348166297065,.136022638562136,.462143280421851,.362630166153066,.169350938541578,.133773539741525,-.508858159324749,.46097579900713,-.174210295798546,.194428822435692,.253593281292881,3,2,3,3,3,2,1,4,4,2,3,4,2,4,4,2,4,3,2,2,1,4,1,1,1,.26507366218475,.163800575792363,.245576259630196,.0746586528849634,-.0523612183656282,.298362055554209,.281577758726393,-.115166967677515,.612740436120879,.0164237170055798,.206146046334361,.282562903977202,-.518612040187787,2,2,49.12
R4157,-.461039974,1,1.13049915,-.394800981,-.254092449,-1.156261932,.845209847480451,-1.41375587178073,1.892236161,1.627322955,-.136859347673581,.048439588373573,-1.01579621745115,.176669705126932,-.166540488948556,.393046990756242,-.515172678293105,.725679107585957,.772738114569274,.699928932232804,.441601939959324,.69451705104796,.0517342020902799,.409514915552756,.122014312796283,-1.19752275145881,.297464924409578,.093168701936399,.440210529781149,-.456172840979304,.576787711191335,.733105911212382,.565092590261686,.355511899497698,.797035119924721,.0408559356619807,-.658188268983997,-.0318007670130833,-.726293272629559,.0433677789858682,-.39033604702343,.314783510233832,-.516829132753197,.826720481171052,.718981877360683,.759810489025491,.492558043128033,.55832540636383,.0556574234978534,-1.06770318453675,-.153815079809366,.471229478829252,-.25409714542371,-.483504748959829,-.125427019547317,-.0606562917738932,.249932769979718,-.0141240338516989,.194717898763806,.137046143630335,-.238709713560891,.0148014878358727,3,2,3,3,3,2,4,2,2,3,4,1,3,4,2,1,4,3,1,3,3,4,1,3,2,.247396337184159,.290926103501202,.292641438354607,-.497399826954827,.317096941235341,.176583493698453,.231182887264885,-.533341006229224,.177695733132978,.405268713303952,.354099989444329,-.46145864768043,-.140145683594807,1,1, 
R4158,-.461039974,1,-1.966010431,1.071540505,-.077604348,.539409565,-1.95945221817565,1.49458016013607,.911274201,1.905568095,2.65306872160538,1.8381720574481,-.490037489164674,.119359929751397,2.18572505895001,-1.30760746674746,-.348192867604452,1.55022494277396,-2.22697610800799,1.77921061346953,-2.55973629108403,.427617990141575,-2.39924152768173,2.36643134638073,1.64976562725277,-.572737604809597,.0969096774858644,1.88602063446578,-1.18641168516743,-.199285553234292,1.60391401940409,-2.12108408874788,1.40528418658507,-2.47836800867034,.429875111704684,-2.33970976173869,2.45419294490762,1.77363297355913,-.355344187446504,.133360517990099,2.0140886840496,-1.32533848031261,-.458343163686826,1.39431671983495,-2.06372930522439,1.96260291156127,-2.43745145017668,.404627861684106,-2.13622395167296,.0877615985268911,.123867346306353,.217393417363093,.0364508405042349,.128068049583816,-.138926795145181,-.259057610452534,-.209597299569137,.0573547835234902,.557318724976208,.0409165584936595,-.0252472500205777,.20348581006573,1,1,1,1,1,1,2,2,3,1,3,1,4,1,1,2,3,1,2,2,1,2,3,2,1,.675576150261446,-2.0396555444985,1.77894119475112,-.817363671299544,.61231723303879,-2.10361529127309,1.87671849439529,-.751140738809924,.72829191461366,-1.98635575551967,1.69746011171431,-.872549448374228,-.882240219576391,2,1, 
R4166,-.461039974,0,1.14537954,.833546124,1.462266567,1.480465276,2.49554739569795,2.14256835660661,2.702595949,1.756446736,-.555272432838598,-1.88750330284672,-.703582070546294,-1.25634720962443,-.199901866963582,-1.8702465563307,-2.04122697102707,-1.94097237424664,-1.57757815233667,-2.03574641385353,-1.43450472505512,-2.03926962911817,.915061392123953,-.688680203778177,-1.92103257395335,-.710386437212748,-1.02522307340146,-.0204688407678202,-1.73921886064904,-1.53417494840697,-1.89239967311663,-1.41125861004331,-2.12571307942198,-1.53928000433093,-2.09559266659126,.716776687762489,-.320249476869076,-1.59424018836028,-.622127346875376,-1.39853268909312,-.336227044170157,-1.8532905252425,-2.32107195293464,-1.86156072057096,-1.55324116981371,-1.72777342206938,-1.21559996740536,-1.88407284859708,.990327031305984,.368430726909101,.326792385593075,.0882590903373721,-.373309615691659,-.315758203402337,-.114071664593463,-.786897004527675,.0308389525456729,-.141982559770406,.397939657352602,.323680036925571,.211519817994176,.273550343543496,4,2,4,4,4,1,4,2,2,4,3,1,3,2,1,1,3,4,1,1,4,2,3,1,3,-1.58701100368549,-.539878281129949,-.926262436044534,.107235576179453,-1.66765965422983,-.558666938962677,-.928233841419058,.158482809612078,-1.51442721819558,-.522968489080493,-.924488171207463,.0611130660900901,1.61061252764471,2,1, 
R4191,-.461039974,1,1.130891059,-.078336216,.970512686,-.109467951,2.01289241932406,-.159121450435638,2.253266144,1.416918717,-1.02294850601575,1.12078338735982,-.0898932205144447,.321342261660885,-1.81169487047567,.502976422167078,.749142116743886,-.234090633432513,1.49792149552141,.43805717538942,1.2312675960448,1.04145874799377,.173337846926107,-1.41956194028521,.942230156989788,-.0858116984394165,.0802723643926451,-2.08373623687836,.745920000316356,.811690224342849,-.292199317106975,1.64171570561027,.947356457816412,1.32897141257661,1.17199427864616,.0408559356619802,-.439134887534884,1.14510887340953,-.0844370336503097,.539663870166622,-1.14897046505376,.220234708751778,.60320770971108,-.160546419050127,1.17309758090679,-.118153271821746,1.03560388713974,.860428215025893,.282516556817515,.980427052750329,.202878716419741,.00137466478910676,.459391505773977,.934765771824598,-.525685291564578,-.208482514631769,.131652898056849,-.468618124703472,-1.06550972963816,-.293367525436865,-.311566063620271,.241660621155535,2,2,4,4,4,1,2,3,1,3,3,3,2,4,2,2,2,4,1,1,2,2,3,3,2,.441084246564837,.944034601284883,-.239020252143511,-.102429177229511,.394817102775979,1.27062818715363,-.235540875433349,-.169753734342686,.487351390353695,.617441015416132,-.242499628853673,-.0351046201163355,-1.54641869146408,1,1, 
R4196,-.461039974,0,-1.534102919,1.185463273,.294027881,1.148917668,-1.19054339780627,2.16049558621455,1.053071433,1.446223181,-.223366443874636,-.181583771536389,-.451841428560873,.423365683031649,-.640940817065991,.0110999085761793,-.481525005295875,-.0511366943178502,.386507768499384,.63008804410433,-.247264490894776,-.244863120564165,-.494397580442767,-.346680443850131,.303113561257272,-.426889241243218,.280827611316359,-.730406595682265,.0707297312351373,-.313326146411418,-.0665457304967161,.394478379361438,.580512239703387,-.378326810361789,-.230053007645055,-.27696028067906,-.0591762519949783,-.641293889311451,-.4288530480848,.535933078745719,-.413259321044137,-.0494081971264494,-.59612577193716,-.0323557931315256,.331826173558691,.612188263750292,-.0965297598467344,-.247801074491203,-.645369035732509,.287504191855153,-.944407450568723,-.00196380684158159,.25510546742936,.317147274638128,-.120137928361587,-.282799625525742,.0341899373651906,-.0626522058027469,.0316760240469047,.281797050515055,-.0177480668461477,-.368408755053449,3,3,3,3,3,3,2,3,2,2,3,2,2,1,3,2,3,2,2,2,3,4,2,3,2,-.069223374933696,.0495677826245216,.194999860919704,-1.27600611563661,-.0446270689426438,.0996503875964456,.114401554448957,-1.07862538752291,-.0914771755922672,.0042549495546857,.267922138202762,-1.45458867916806,-.159796448019343,2,1, 
R4204,-.461039974,0,-.041425486,1.377968343,-.972633327,-.863640721,-.964850441827909,.484012686944167,2.777106428,1.60574712,-.295640879282929,1.27301301939943,.0611848306447633,.149610800044405,-.812386273785699,-.704164418367641,.135972473192041,-.909407789109914,-.488693657560513,-1.00430207516238,.0282570933453045,.644462497844572,1.46034256574175,-.637636843637503,1.08458032722143,.347207710129345,.160304322441065,-1.48041869588629,-.0536178819477445,.254114590573722,-.578319013560193,.468656844628941,-.429216329823159,.55052372307906,.660764248526527,1.43298575928143,.100457541585063,1.28627009005534,-.23132978540062,.128326110261891,.0308332305727128,-1.29899376897797,.0026953886113028,-1.18053179097774,-1.38698360904935,-1.47183797817989,-.496257676298719,.596914060355677,1.29137377172811,.738094385222566,.201689762833904,-.578537495529966,-.031978212179174,1.511251926459,-1.24537588703023,-.251419201962419,-.602212777417548,-1.85564045367829,-1.04262164835673,-1.04678139937778,-.0638501881708509,-.141611987553321,3,3,4,3,3,2,1,3,4,4,2,2,3,2,1,2,3,4,1,3,3,2,1,3,1,.251197902091907,.00975798106409645,-.832616688284053,-.0494327788366703,.372725559585067,.333541898371135,-.929120455126574,-.149590049093908,.0756579523795647,-.457929899490515,-.693222358400412,.0952388337571178,-.543175526829863,2,2,-5.39
R4235,-.461039974,1,1.677626147,.205757006,.028576796,-.50026142,1.63993798265489,-.258048661822257,2.41613369,1.774095243,.488877293961911,-.146674841428946,-.669215850457132,-2.52945973385498,1.31756285867892,-2.19344148226703,-1.06701640334852,2.02329603216035,-2.32905854535165,1.18490493853824,-2.40772881050597,-1.2403657293609,-.231135978398071,.323587302489856,.0644581505727805,-.435172935556799,-2.32296230387271,.937601659872806,-1.67033834251324,-.957320084352829,1.90469891141431,-2.2194938949356,1.08613795988911,-2.24182644474463,-.817589012084308,-.17810352718348,.564702450255809,-.337624334819568,-.832254678924617,-2.55689300918343,1.41339814306303,-2.54298801586172,-1.05794413715617,2.00848051875827,-2.15714730964897,1.15678147012202,-2.38207179803076,-1.60300346321949,-.253094960404366,.241115147765954,-.402082485392348,-.397081743367818,-.233930705310717,.475796483190229,-.872649673348481,-.100624052803345,.103781607343959,.0623465852866358,.070643510232909,-.140245353286135,-.785414451135182,-.0749914332208863,1,3,3,3,3,2,4,1,3,2,1,1,1,4,2,1,3,2,1,1,2,1,1,1,1,-.659802068825016,-1.49482245048178,1.4817934646179,-1.2200548168902,-.530112009092978,-1.42261136055143,1.61832576813214,-1.18607767929041,-.795667845687151,-1.57047216374215,1.33875962284106,-1.25564991342331,-.4246518368742,1,1,1.411
R4251,-.461039974,1,-1.568064383,-.759599931,-.145780606,.211122478,-1.64237907828198,-.489646300807235,3.013936853,1.977107859,-1.2599078889522,.887957695570911,-1.51300283831441,-.16158900816052,-1.08206043789266,.688602217096429,-.0679431701406745,.730291955890096,1.67500714691975,1.4067769960084,.915417992344984,1.19681926843225,.542932992275686,-1.23508457890723,.780239091158331,-2.05943757422901,-.186313569301039,-1.22183552822037,.731542307542085,.00348459686858359,.617129364230733,1.59709511025807,1.3087192723073,.750394346325169,1.14936817169703,.465608743895898,-1.05416730695936,.873487022390449,-.806037857589501,-.125425324759882,-.708944365500242,.591176303910992,-.131808247236755,.79530036151646,1.55048798155115,1.35418418552827,1.00761080265149,1.18624272667758,.54726639027133,.180917271947876,.0932479312321183,1.25339971663951,.0608882445411574,.512891162720125,-.140366003631094,-.135292844105339,.178170997285727,-.0466071287069214,.0454649132209626,.257216456326325,.0368745549805491,.0816576463754315,4,3,4,4,2,3,4,4,1,3,4,4,3,3,1,2,3,3,2,3,3,3,2,2,1,.499409196502387,.792674166125886,.164520012497426,-.935801879879996,.476481520597137,.843199399321566,.130730894715615,-1.16127848628415,.522336872407638,.742148932930207,.198309130279237,-.710325273475845,-1.39226094985206,1,2, 
R4254,-.461039974,0,.760601184,.322278075,-.473315245,.715109076,.281113311552787,.968172542321322,2.903677082,1.868503188,-2.17286352706854,.66598067615953,.865309941653449,1.45081261812718,.212002851074684,.419244391037594,-.195987389973424,1.19653487897181,.819531384156592,.654178730199279,1.32674296741635,1.31339729999916,-2.32711434900795,-2.08756417516968,.681849321691355,.396106500484728,1.4275922283417,-.0596363312609712,.570624406732154,.0260334042194733,1.29334820860331,.950707718683385,.933012597870644,1.43842437292567,1.36157362929573,-2.068605544228,-1.86052756287731,.5584683654883,1.2427036298906,1.37132786042645,.437924667043423,.234691557992774,-.396193013425937,1.02082411292153,.589311458382176,.305289426993957,1.10950563018873,1.20154106035341,-2.27277044877309,.227036612292371,-.123380956203056,.846597129405868,-.0562643679152506,.497560998304394,-.33593284873938,-.42222641764541,-.27252409568178,-.36139626030121,-.627723170876687,-.328918742736944,-.160032568942312,-.204164904545091,3,2,4,4,4,1,2,4,3,4,4,2,3,3,2,3,2,4,2,2,4,4,2,3,2,.430942316669939,.503065575192266,1.308499546772,.254616538740017,.554464380285048,.570604486871546,1.34736485731865,.128745783682291,.263824230602439,.411689400567358,1.25591706779712,.424912266171057,1.55154818091667,2,2, 
R4255,-.461039974,1,-.444469093,1.32727565,-.278034775,2.245015106,-.689705414156911,3.30011233427705,1.329642892,1.726815813,-.433964021242611,.469353152960833,.858970639887395,1.60327282311618,1.18731594083546,.0850243043650978,-.236101942760188,-.748849979738006,.242546051894976,-.196257219954632,-1.10297161705766,.857262969480469,1.59596454265683,-.916780219406812,.424548957047138,.891610672194726,1.66550580557473,.544328963157121,.338659979015128,-.293398637915068,.031479849417407,.893098251396469,.354775743806858,-.313382854349048,.996363408701039,1.30120678260784,.128267850574751,.449571025694539,.735193457262745,1.42754181224142,1.57426410778417,-.175338939643835,-.152524963990385,-1.47980193892748,-.437318791987225,-.726273167439216,-1.80480774074222,.676598238143393,1.67616394871227,1.04504806998156,.0250220686474008,-.156417214931981,-.237963993333315,1.02993514462705,-.513998918658964,.140873673924683,-1.51128178834489,-1.33041704338369,-1.08104891124607,-1.49142488639317,-.319765170557646,.374957166104432,1,3,3,4,3,1,3,3,3,3,2,2,2,4,2,3,3,3,2,3,3,4,2,3,1,.451554151330073,-.195751038587631,-.723194915444041,1.53475165821256,.560506307068567,.270481793712187,-.364077344245675,1.4135625513305,.373108599198357,-.531438677843499,-.981759566706866,1.62200781516765,2.33596459461797,2,1,2.165
R4264,-.461039974,1,-.277113607,1.35025999,.70430205,-.562580936,.407342637941696,.735798624636633,1.224284303,1.851812509,-.869052559994379,.241356923655613,.552007037344907,1.17508282333135,.0273757980119584,1.12757069634248,.612397456332756,-.665607727596794,.173994144289525,.24994143783542,.517267299706417,.508828089986802,.539797996972325,-.969696094117864,.689523476654489,-.039171285951852,.883047929190608,-.624858773542968,.984986921911362,.115805843485203,-.423159760736174,.217218480017081,1.31384207943079,.124615607610445,.434124648836861,.169786873243557,-.609371891192456,-.240022054091264,1.08461717914327,1.38393188549707,.673706914113549,1.18093515726842,1.04082368837347,-.864166674345407,.109741931851394,-.840725216589826,.868765103589772,.55886106230486,.837239732958561,.360324202925408,-.929545530745753,1.12378846509512,.50088395630646,1.29856568765652,.195948235357054,.92501784488827,-.441006913609233,-.107476548165688,-2.15456729602062,.744149495979327,.124736413467999,.667452859715005,1,3,3,3,3,2,4,1,4,3,2,3,3,1,2,2,3,3,2,3,3,2,2,3,3,.320676718757103,.507654431448453,-.542237329405712,.395977163909711,.287289423849131,.575383446931072,-.126827503212221,-.0886288928987837,.349511200723078,.449161190804372,-.901000361118272,.814500576607957,.674003237366362,2,1, 
R4265,-.461039974,1,-1.197549279,-.451604476,-.410706867,.815470346,-1.53918594296338,.349774576852273,3.012902689,1.56744962,-.41143180229388,-.361749667676939,-1.07163391858309,.57879012237985,-.963825390890543,.307734049728469,.585127121712588,.98318345231449,.905195130416987,1.37972740894391,.0808154002900795,.252117804112824,-1.36614542729246,-.535203361398679,-.706308033118843,-.705294566616361,.390028884528215,-1.06669858268934,.251616649787111,.496204223494714,.982263056981806,.768405080823198,1.38699576515421,-.281470738032443,.244045352642337,-1.58751561234912,-.212367978987218,.0325880180900694,-1.32427245589118,.726577960813904,-.653108020177591,.339501915979388,.608920074239973,.919274434580981,.932588788085379,1.22470523548209,.436671849453276,.24796635413068,-.961113320957947,.322835382411461,.738896051208912,-.618977889274822,.33654907628569,.413590562511746,.0878852661922768,.112715850745259,-.0629886224008255,.164183707262181,-.162290529672122,.718142587485719,.00392100148834312,.626402291391171,4,2,3,1,3,1,2,3,3,2,2,1,3,2,3,1,3,2,1,1,2,3,2,3,2,.258567441582954,.380046588126282,.823639353077205,-.834589026812702,.152901450926142,.385849157997221,.998299370269392,-.770748638617982,.381844430682568,.373276923276853,.619869333019654,-.909069479706541,-.680109178880152,2,2, 
R4266,-.461039974,1,.465879662,1.082132066,-.981701719,2.231526928,-.486441748639898,3.06252512272435,2.70418992,1.585881205,-.0740422524225754,-.619904128371738,-.943997480911423,.23228083234952,.000919833993029153,-.227299056346508,1.4104054478382,.170350351836374,-.400605830965654,-1.02683335155845,.924871824101295,.94369920824318,-.553290175863136,-.762563618184696,-.274069361322068,-1.05495037475998,.711280275528191,-.658462781832663,.19887685482083,1.167228544248,.670398894129193,-.394939413753172,-.750956559762559,1.31609459371201,1.51275716209221,-1.13407452712994,.62802888951246,-.880435690099239,-.732886052740584,-.263162110731623,.660104092167196,-.635489872802366,1.49659145695333,-.340930797452804,-.357857457798375,-1.19274744609222,.460066070061314,.328886111622376,.101877425307436,1.39059250769716,-.606366328777171,.322064322019396,-.974442386259814,1.31856687399986,-.834366727623196,.32936291270533,-1.011329691582,.0370819559547966,-.441790886329665,-.856028523650701,-1.18387105046983,1.23595195243738,3,3,4,3,4,1,2,3,3,3,2,4,2,3,3,2,3,3,2,4,3,4,1,2,2,.148966493144586,-.0342363147387621,.115554161364419,-.112845685737377,.370264111505578,.295003960132395,.613267432171685,-.21799706532813,-.189488687878107,-.537780264541709,-.64565437045846,.0479740712837749,.470147144120328,2,1, 
R4280,-.461039974,1,1.534359875,-1.371474207,.708314478,-.098149626,2.15032411625313,-1.3364565610719,2.632404351,1.371009829,.55489064929668,1.13492787545351,-.438004404968306,-.0661561797601464,.866238363027641,-.629888846076774,.268327899835316,-1.68314565390498,-.59423546913872,1.6291676055417,-.0993447346343134,.55851932871999,1.49930023067366,.141466736911758,.774887018373332,-.668322126271966,-.162485036629066,.790241630901825,-.66642621274879,.124603491942971,-1.64397023311343,-.520400553828467,1.10629745975395,.163856169891795,.403877943366664,1.38858982443289,.866769243266599,1.33879460631847,-.161214229960667,.0348559698472675,.755435076177956,-.543511366839017,.382184983354852,-1.61133736703678,-.596254690690297,1.97757159873953,-.354641752512315,.686080971499457,1.4084476441051,.725302506354841,.563907587945136,.507107896311299,.197341006476333,-.0348065547238687,.122914845909773,.257581491411881,.0326328660766437,-.0758541368618305,.871274138985583,-.518497922404111,.282203028132793,.0198578196722126,3,3,3,2,2,3,4,1,4,4,4,1,4,2,4,3,1,4,2,4,3,3,1,3,1,.627506470003577,-.381278184340851,-.98447778812265,-.572311073427952,.476579354747155,-.300164049459219,-1.01184295341195,-.562108522727451,.778433585259998,-.462392319222483,-.957112622833354,-.582513624128452,-.746019438600768,1,1, 
R4286,-.461039974,1,-.679710758,.350350201,-1.426816722,-.527103284,-2.01058674519743,-.14995644278633,2.522846985,1.352241482,.416194955337702,-.00720531631367451,-.23987174116022,-.0441531971950372,.238225970048608,.905864600584936,.0960397166063536,.018098168655625,.173167929281539,-.402195661311409,.0212708366178991,-.681296956830184,.616793130438567,.150067618968163,-.0764328493489742,-.310906044059856,-.216822512271981,.249730705004667,.670577436078811,-.0548604421518437,.151948371941953,.437287081653838,-.240289531657589,-.0441093766324268,-.595563195566718,.430018649548969,.606158367669138,.0630137193569287,-.143386944476698,.13164178729865,.175348982806237,1.06947500189121,.236249785477086,-.116945396509155,-.111879248467857,-.521031004768232,.0849587379187561,-.733998116966675,.720647148320184,.456090748700974,.139446568705903,.167519099583158,.348464299570632,-.0743817221984292,.398897565812398,.29111022762893,-.268893768451109,-.549166330121695,-.280741473110643,.129068114551183,-.138434921399957,.290628498771215,1,2,1,3,4,1,4,3,4,3,4,3,4,1,2,2,4,4,2,1,3,3,4,1,1,-.0691441493342766,.299743501306414,-.205454628695477,-.00098364576434716,-.100144406381953,.34176887679323,-.0674019634430112,-.0562430106233144,-.0292866759872644,.245710875680509,-.382950912591504,.070064109054325,-.483133821768493,1,1, 
